doc,edge_id,enhanced_signature,is_property,method_full_name,name,object_type,parameter_types,parameters_count,relationship,requires_parameters,return_type,signature,source,source_object,source_type,target
compressed_text,91,"()",false,"AttrName.title","title","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
"Merge with conflict resolution strategy",259,"(tables, strategy)",false,"GraphTable.merge_with_strategy","merge_with_strategy","GraphTable","{}",2,"GraphTable -> Unknown","[""tables"", ""strategy""]","Unknown","(tables, strategy)",35,"GraphTable","GraphTable",0
"Get bulk node attributes - delegates to PyGraphAttr",26,"(nodes, attrs)",false,"Graph.get_node_attrs","get_node_attrs","Graph","{}",2,"Graph -> GraphAttr","[""nodes"", ""attrs""]","GraphAttr","(nodes, attrs)",37,"Graph","Graph",33
"Get an EdgesTable representation of accessible edges
Implements: g.edges.table()  ",250,"()",false,"EdgesAccessor.table","table","EdgesAccessor","{}",0,"EdgesAccessor -> EdgesTable","[]","EdgesTable","()",17,"EdgesAccessor","EdgesAccessor",21
compressed_text,197,"()",false,"BranchName.isidentifier","isidentifier","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
compressed_text,64,"()",false,"AttrName.isalpha","isalpha","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
compressed_text,85,"(sep=None, maxsplit=-1)",false,"AttrName.rsplit","rsplit","AttrName","{}",2,"AttrName -> list","[]","list","(sep=None, maxsplit=-1)",15,"AttrName","AttrName",22
compressed_text,185,"(column, sort=None, ascending=None, dropna=None)",false,"BaseTable.value_counts","value_counts","BaseTable","{}",4,"BaseTable -> Table","[""column""]","Table","(column, sort=None, ascending=None, dropna=None)",34,"BaseTable","BaseTable",29
compressed_text,203,"()",false,"BranchName.isupper","isupper","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
compressed_text,234,"()",false,"StateId.bit_length","bit_length","StateId","{}",0,"StateId -> float","[]","float","()",9,"StateId","StateId",2
"Direct delegation: Apply table() to each component and return PyTableArray",523,"()",false,"ComponentsArray.table","table","ComponentsArray","{}",0,"ComponentsArray -> TableArray","[]","TableArray","()",30,"ComponentsArray","ComponentsArray",23
"Get rich display representation using Rust formatter",488,"(config=None)",false,"GraphMatrix.rich_display","rich_display","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[]","Unknown","(config=None)",40,"GraphMatrix","GraphMatrix",0
compressed_text,246,"(attr_name)",false,"EdgesAccessor.group_by","group_by","EdgesAccessor","{}",1,"EdgesAccessor -> list","[""attr_name""]","list","(attr_name)",17,"EdgesAccessor","EdgesAccessor",22
compressed_text,171,"(mask, column_name, value)",false,"BaseTable.set_values_by_mask","set_values_by_mask","BaseTable","{}",3,"BaseTable -> list","[""mask"", ""column_name"", ""value""]","list","(mask, column_name, value)",34,"BaseTable","BaseTable",22
compressed_text,217,"(keepends=False)",false,"BranchName.splitlines","splitlines","BranchName","{}",1,"BranchName -> list","[]","list","(keepends=False)",16,"BranchName","BranchName",22
compressed_text,249,"(attrs_dict)",false,"EdgesAccessor.set_attrs","set_attrs","EdgesAccessor","{}",1,"EdgesAccessor -> Graph","[""attrs_dict""]","Graph","(attrs_dict)",17,"EdgesAccessor","EdgesAccessor",37
compressed_text,221,"(table)",false,"BranchName.translate","translate","BranchName","{}",1,"BranchName -> dict","[""table""]","dict","(table, /)",16,"BranchName","BranchName",5
compressed_text,111,"(col1, col2, ddof=None)",false,"BaseTable.cov_columns","cov_columns","BaseTable","{}",3,"BaseTable -> float","[""col1"", ""col2""]","float","(col1, col2, ddof=None)",34,"BaseTable","BaseTable",2
compressed_text,22,"(filter)",false,"Graph.filter_nodes","filter_nodes","Graph","{}",1,"Graph -> str","[""filter""]","str","(filter)",37,"Graph","Graph",11
compressed_text,80,"(prefix)",false,"AttrName.removeprefix","removeprefix","AttrName","{}",1,"AttrName -> str","[""prefix""]","str","(prefix, /)",15,"AttrName","AttrName",11
"Create a dense materialized version of the matrix",441,"()",false,"GraphMatrix.dense","dense","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",40,"GraphMatrix","GraphMatrix",38
"Get all meta-nodes within this subgraph",416,"()",false,"Subgraph.meta_nodes","meta_nodes","Subgraph","{}",0,"Subgraph -> Subgraph","[]","Subgraph","()",19,"Subgraph","Subgraph",19
"Get unique values as a new NumArray",365,"()",false,"NumArray.unique","unique","NumArray","{}",0,"NumArray -> NumArray","[]","NumArray","()",27,"NumArray","NumArray",27
"Determinant calculation (for square matrices)",443,"()",false,"GraphMatrix.determinant","determinant","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
compressed_text,503,"(reps)",false,"GraphMatrix.tile","tile","GraphMatrix","{}",1,"GraphMatrix -> float","[""reps""]","float","(reps)",40,"GraphMatrix","GraphMatrix",2
"Get preview of matrix for display (first N rows/cols by default)",481,"(row_limit=None, col_limit=None)",false,"GraphMatrix.preview","preview","GraphMatrix","{}",2,"GraphMatrix -> Matrix","[]","Matrix","(row_limit=None, col_limit=None)",40,"GraphMatrix","GraphMatrix",38
compressed_text,2,"(other)",false,"Graph.add_graph","add_graph","Graph","{}",1,"Graph -> Graph","[""other""]","Graph","(other)",37,"Graph","Graph",37
compressed_text,67,"()",false,"AttrName.isdigit","isdigit","AttrName","{}",0,"AttrName -> str","[]","str","()",15,"AttrName","AttrName",11
compressed_text,512,"()",false,"GraphMatrix.to_table_for_streaming","to_table_for_streaming","GraphMatrix","{}",0,"GraphMatrix -> BaseTable","[]","BaseTable","()",40,"GraphMatrix","GraphMatrix",34
"Apply table() to each NodesAccessor and return TableArray",348,"()",false,"NodesArray.table","table","NodesArray","{}",0,"NodesArray -> TableArray","[]","TableArray","()",39,"NodesArray","NodesArray",23
"List all branches (FFI wrapper around core history system)",9,"()",false,"Graph.branches","branches","Graph","{}",0,"Graph -> list","[]","list","()",37,"Graph","Graph",22
"Get neighborhood sampling performance statistics",39,"()",false,"Graph.neighborhood_statistics","neighborhood_statistics","Graph","{}",0,"Graph -> Unknown","[]","Unknown","()",37,"Graph","Graph",0
compressed_text,151,"(n, column_name)",false,"BaseTable.nsmallest","nsmallest","BaseTable","{}",2,"BaseTable -> float","[""n"", ""column_name""]","float","(n, column_name)",34,"BaseTable","BaseTable",2
"Get a GraphTable representation of this graph
Implements: g.table()",53,"()",false,"Graph.table","table","Graph","{}",0,"Graph -> Graph","[]","Graph","()",37,"Graph","Graph",37
"ReLU activation applied to matrix
Implements: matrix.relu()",484,"()",false,"GraphMatrix.relu","relu","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",40,"GraphMatrix","GraphMatrix",38
compressed_text,196,"()",false,"BranchName.isdigit","isdigit","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
"Remove multiple nodes from the graph",46,"(nodes)",false,"Graph.remove_nodes","remove_nodes","Graph","{}",1,"Graph -> Graph","[""nodes""]","Graph","(nodes)",37,"Graph","Graph",37
compressed_text,409,"(node1_id, node2_id)",false,"Subgraph.has_path","has_path","Subgraph","{}",2,"Subgraph -> Subgraph","[""node1_id"", ""node2_id""]","Subgraph","(node1_id, node2_id)",19,"Subgraph","Subgraph",19
"Export BaseTable to Parquet file ",182,"(path)",false,"BaseTable.to_parquet","to_parquet","BaseTable","{}",1,"BaseTable -> BaseTable","[""path""]","BaseTable","(path)",34,"BaseTable","BaseTable",34
"Filter all tables using a query - placeholder method",376,"(query)",false,"TableArray.filter","filter","TableArray","{}",1,"TableArray -> Unknown","[""query""]","Unknown","(query)",23,"TableArray","TableArray",0
"QR decomposition: A = Q * R
Returns tuple of (Q, R) where Q is orthogonal and R is upper triangular",482,"()",false,"GraphMatrix.qr_decomposition","qr_decomposition","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
compressed_text,98,"(agg_specs)",false,"BaseTable.aggregate","aggregate","BaseTable","{}",1,"BaseTable -> dict","[""agg_specs""]","dict","(agg_specs)",34,"BaseTable","BaseTable",5
"Get all attribute keys for an edge - delegates to PyGraphAttr",18,"(edge_id)",false,"Graph.edge_attribute_keys","edge_attribute_keys","Graph","{}",1,"Graph -> GraphAttr","[""edge_id""]","GraphAttr","(edge_id)",37,"Graph","Graph",33
compressed_text,173,"(column, periods, fill_value=None)",false,"BaseTable.shift","shift","BaseTable","{}",3,"BaseTable -> float","[""column"", ""periods""]","float","(column, periods, fill_value=None)",34,"BaseTable","BaseTable",2
compressed_text,142,"(other)",false,"BaseTable.intersect","intersect","BaseTable","{}",1,"BaseTable -> Unknown","[""other""]","Unknown","(other)",34,"BaseTable","BaseTable",0
compressed_text,189,"(width, fillchar= )",false,"BranchName.center","center","BranchName","{}",2,"BranchName -> str","[""width""]","str","(width, fillchar=' ', /)",16,"BranchName","BranchName",11
compressed_text,107,"()",false,"BaseTable.column_info","column_info","BaseTable","{}",0,"BaseTable -> dict","[]","dict","()",34,"BaseTable","BaseTable",5
"Check if a node exists in the graph - DELEGATED",32,"(node_id)",false,"Graph.has_node","has_node","Graph","{}",1,"Graph -> Graph","[""node_id""]","Graph","(node_id)",37,"Graph","Graph",37
"Export NodesTable to CSV file",297,"(path)",false,"NodesTable.to_csv","to_csv","NodesTable","{}",1,"NodesTable -> NodesTable","[""path""]","NodesTable","(path)",28,"NodesTable","NodesTable",28
"Tanh activation applied to matrix
Implements: matrix.tanh()",502,"()",false,"GraphMatrix.tanh","tanh","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",40,"GraphMatrix","GraphMatrix",38
compressed_text,223,"(width)",false,"BranchName.zfill","zfill","BranchName","{}",1,"BranchName -> str","[""width""]","str","(width, /)",16,"BranchName","BranchName",11
compressed_text,293,"(start, end)",false,"NodesTable.slice","slice","NodesTable","{}",2,"NodesTable -> NodesTable","[""start"", ""end""]","NodesTable","(start, end)",28,"NodesTable","NodesTable",28
"",412,"(_other)",false,"Subgraph.intersect_with","intersect_with","Subgraph","{}",1,"Subgraph -> Unknown","[""_other""]","Unknown","(_other)",19,"Subgraph","Subgraph",0
"Enable or disable gradient tracking for this matrix",486,"(requires_grad)",false,"GraphMatrix.requires_grad_","requires_grad_","GraphMatrix","{}",1,"GraphMatrix -> Matrix","[""requires_grad""]","Matrix","(requires_grad)",40,"GraphMatrix","GraphMatrix",38
"Get single cell value at (row, col) - public interface",456,"(row, col)",false,"GraphMatrix.get","get","GraphMatrix","{}",2,"GraphMatrix -> Unknown","[""row"", ""col""]","Unknown","(row, col)",40,"GraphMatrix","GraphMatrix",0
"Get the number of edges in the graph - DELEGATED",19,"()",false,"Graph.edge_count","edge_count","Graph","{}",0,"Graph -> float","[]","float","()",37,"Graph","Graph",2
"Collect all tables into a Python list (for compatibility with iterator patterns)",375,"()",false,"TableArray.collect","collect","TableArray","{}",0,"TableArray -> list","[]","list","()",23,"TableArray","TableArray",22
"Convert to Pandas DataFrame (when pandas available)",511,"()",false,"GraphMatrix.to_pandas","to_pandas","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
"Get largest component without materializing others",519,"()",false,"ComponentsArray.largest_component","largest_component","ComponentsArray","{}",0,"ComponentsArray -> Unknown","[]","Unknown","()",30,"ComponentsArray","ComponentsArray",0
"Get node mapping for a specific attribute (FFI wrapper around core operations)",27,"(uid_key, return_inverse=False)",false,"Graph.get_node_mapping","get_node_mapping","Graph","{}",2,"Graph -> Unknown","[""uid_key""]","Unknown","(uid_key, return_inverse=False)",37,"Graph","Graph",0
"Global minimum value in the matrix",473,"()",false,"GraphMatrix.min","min","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",40,"GraphMatrix","GraphMatrix",38
compressed_text,136,"(group_cols, agg_specs)",false,"BaseTable.group_by_agg","group_by_agg","BaseTable","{}",2,"BaseTable -> dict","[""group_cols"", ""agg_specs""]","dict","(group_cols, agg_specs)",34,"BaseTable","BaseTable",5
compressed_text,144,"()",false,"BaseTable.isna","isna","BaseTable","{}",0,"BaseTable -> bool","[]","bool","()",34,"BaseTable","BaseTable",36
compressed_text,165,"(column, window, operation)",false,"BaseTable.rolling","rolling","BaseTable","{}",3,"BaseTable -> BaseArray","[""column"", ""window"", ""operation""]","BaseArray","(column, window, operation)",34,"BaseTable","BaseTable",26
compressed_text,105,"(column, factor=None)",false,"BaseTable.check_outliers","check_outliers","BaseTable","{}",2,"BaseTable -> float","[""column""]","float","(column, factor=None)",34,"BaseTable","BaseTable",2
"Import BaseTable from JSON file",130,"(path)",false,"BaseTable.from_json","from_json","BaseTable","{}",1,"BaseTable -> BaseTable","[""path""]","BaseTable","(path)",34,"BaseTable","BaseTable",34
compressed_text,168,"(columns)",false,"BaseTable.select","select","BaseTable","{}",1,"BaseTable -> list","[""columns""]","list","(columns)",34,"BaseTable","BaseTable",22
"Filter nodes and return new subgraph  ",401,"(filter)",false,"Subgraph.filter_nodes","filter_nodes","Subgraph","{}",1,"Subgraph -> Subgraph","[""filter""]","Subgraph","(filter)",19,"Subgraph","Subgraph",19
"Concatenate matrices along specified axis",440,"(other, axis)",false,"GraphMatrix.concatenate","concatenate","GraphMatrix","{}",2,"GraphMatrix -> Unknown","[""other"", ""axis""]","Unknown","(other, axis)",40,"GraphMatrix","GraphMatrix",0
"Generate dense HTML representation for small matrices",442,"()",false,"GraphMatrix.dense_html_repr","dense_html_repr","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
"Create a ones matrix with specified dimensions",479,"(rows, cols, dtype=None)",false,"GraphMatrix.ones","ones","GraphMatrix","{}",3,"GraphMatrix -> Matrix","[""rows"", ""cols""]","Matrix","(rows, cols, dtype=None)",40,"GraphMatrix","GraphMatrix",38
compressed_text,302,"(attr_name, attributes)",false,"NodesTable.with_attributes","with_attributes","NodesTable","{}",2,"NodesTable -> dict","[""attr_name"", ""attributes""]","dict","(attr_name, attributes)",28,"NodesTable","NodesTable",5
"Import EdgesTable from CSV file (must contain edge_id, source, target columns)",312,"(path)",false,"EdgesTable.from_csv","from_csv","EdgesTable","{}",1,"EdgesTable -> EdgesTable","[""path""]","EdgesTable","(path)",21,"EdgesTable","EdgesTable",21
"Get neighbors of nodes - delegates to PyGraphAnalysis helper",40,"(nodes=None)",false,"Graph.neighbors","neighbors","Graph","{}",1,"Graph -> GraphAnalysis","[]","GraphAnalysis","(nodes=None)",37,"Graph","Graph",32
"Get the number of nodes in the graph - DELEGATED",42,"()",false,"Graph.node_count","node_count","Graph","{}",0,"Graph -> float","[]","float","()",37,"Graph","Graph",2
compressed_text,113,"(column)",false,"BaseTable.cummin","cummin","BaseTable","{}",1,"BaseTable -> BaseArray","[""column""]","BaseArray","(column)",34,"BaseTable","BaseTable",26
compressed_text,124,"(rows)",false,"BaseTable.extend_rows","extend_rows","BaseTable","{}",1,"BaseTable -> list","[""rows""]","list","(rows)",34,"BaseTable","BaseTable",22
"Combine all NodesAccessor objects into a single unified NodesAccessor",351,"()",false,"NodesArray.union","union","NodesArray","{}",0,"NodesArray -> NodesAccessor","[]","NodesAccessor","()",39,"NodesArray","NodesArray",20
compressed_text,100,"(row)",false,"BaseTable.append_row","append_row","BaseTable","{}",1,"BaseTable -> dict","[""row""]","dict","(row)",34,"BaseTable","BaseTable",5
compressed_text,329,"(column, ascending=True)",false,"EdgesTable.sort_by","sort_by","EdgesTable","{}",2,"EdgesTable -> EdgesTable","[""column""]","EdgesTable","(column, ascending=True)",21,"EdgesTable","EdgesTable",21
"Fill null values with a single value for all columns",126,"(fill_value)",false,"BaseTable.fillna_all","fillna_all","BaseTable","{}",1,"BaseTable -> Unknown","[""fill_value""]","Unknown","(fill_value)",34,"BaseTable","BaseTable",0
compressed_text,146,"(other, on, how=None)",false,"BaseTable.join","join","BaseTable","{}",3,"BaseTable -> dict","[""other"", ""on""]","dict","(other, on, how=None)",34,"BaseTable","BaseTable",5
compressed_text,149,"(n, column_name)",false,"BaseTable.nlargest","nlargest","BaseTable","{}",2,"BaseTable -> float","[""n"", ""column_name""]","float","(n, column_name)",34,"BaseTable","BaseTable",2
compressed_text,167,"(n=None, fraction=None, weights=None, subset=None, class_weights=None, replace=False)",false,"BaseTable.sample","sample","BaseTable","{}",6,"BaseTable -> float","[]","float","(n=None, fraction=None, weights=None, subset=None, class_weights=None, replace=False)",34,"BaseTable","BaseTable",2
compressed_text,273,"(columns)",false,"NodesTable.drop_columns","drop_columns","NodesTable","{}",1,"NodesTable -> list","[""columns""]","list","(columns)",28,"NodesTable","NodesTable",22
compressed_text,172,"(start, end, column_name, value, step=1)",false,"BaseTable.set_values_by_range","set_values_by_range","BaseTable","{}",5,"BaseTable -> Unknown","[""start"", ""end"", ""column_name"", ""value""]","Unknown","(start, end, column_name, value, step=1)",34,"BaseTable","BaseTable",0
"Convert to different numeric type",352,"(dtype)",false,"NumArray.astype","astype","NumArray","{}",1,"NumArray -> float","[""dtype""]","float","(dtype)",27,"NumArray","NumArray",2
compressed_text,191,"(tabsize=8)",false,"BranchName.expandtabs","expandtabs","BranchName","{}",1,"BranchName -> Unknown","[]","Unknown","(tabsize=8)",16,"BranchName","BranchName",0
compressed_text,198,"()",false,"BranchName.islower","islower","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
"Iterate over columns - returns iterator of BaseArrays or NumArrays",463,"()",false,"GraphMatrix.iter_columns","iter_columns","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",40,"GraphMatrix","GraphMatrix",0
"Get adjacency list representation
Returns: Dict mapping node_id -> list of connected node_ids",381,"()",false,"Subgraph.adjacency_list","adjacency_list","Subgraph","{}",0,"Subgraph -> dict","[]","dict","()",19,"Subgraph","Subgraph",5
"Convert to a new independent graph",431,"()",false,"Subgraph.to_graph","to_graph","Subgraph","{}",0,"Subgraph -> Graph","[]","Graph","()",19,"Subgraph","Subgraph",37
"Get number of rows",324,"()",false,"EdgesTable.nrows","nrows","EdgesTable","{}",0,"EdgesTable -> float","[]","float","()",21,"EdgesTable","EdgesTable",2
compressed_text,194,"()",false,"BranchName.isascii","isascii","BranchName","{}",0,"BranchName -> str","[]","str","()",16,"BranchName","BranchName",11
"Filter nodes by attribute value",275,"(attr_name, value)",false,"NodesTable.filter_by_attr","filter_by_attr","NodesTable","{}",2,"NodesTable -> Unknown","[""attr_name"", ""value""]","Unknown","(attr_name, value)",28,"NodesTable","NodesTable",0
compressed_text,83,"(width, fillchar= )",false,"AttrName.rjust","rjust","AttrName","{}",2,"AttrName -> str","[""width""]","str","(width, fillchar=' ', /)",15,"AttrName","AttrName",11
compressed_text,89,"(chars=None)",false,"AttrName.strip","strip","AttrName","{}",1,"AttrName -> str","[]","str","(chars=None, /)",15,"AttrName","AttrName",11
"Convert back to Graph",267,"()",false,"GraphTable.to_graph","to_graph","GraphTable","{}",0,"GraphTable -> Graph","[]","Graph","()",35,"GraphTable","GraphTable",37
"Get table iterator for chaining",322,"()",false,"EdgesTable.iter","iter","EdgesTable","{}",0,"EdgesTable -> Unknown","[]","Unknown","()",21,"EdgesTable","EdgesTable",0
compressed_text,108,"(method=None)",false,"BaseTable.corr","corr","BaseTable","{}",1,"BaseTable -> float","[]","float","(method=None)",34,"BaseTable","BaseTable",2
compressed_text,215,"(chars=None)",false,"BranchName.rstrip","rstrip","BranchName","{}",1,"BranchName -> str","[]","str","(chars=None, /)",16,"BranchName","BranchName",11
"Get the last NodesAccessor  ",346,"()",false,"NodesArray.last","last","NodesArray","{}",0,"NodesArray -> NodesAccessor","[]","NodesAccessor","()",39,"NodesArray","NodesArray",20
compressed_text,118,"(indices)",false,"BaseTable.drop_rows","drop_rows","BaseTable","{}",1,"BaseTable -> list","[""indices""]","list","(indices)",34,"BaseTable","BaseTable",22
"Check if column exists",139,"(name)",false,"BaseTable.has_column","has_column","BaseTable","{}",1,"BaseTable -> Unknown","[""name""]","Unknown","(name)",34,"BaseTable","BaseTable",0
