doc,edge_id,enhanced_signature,is_property,method_full_name,name,object_type,parameter_types,parameters_count,relationship,requires_parameters,return_type,signature,source,source_object,source_type,target
"Check if there are uncommitted changes (FFI wrapper around core history system)",34,"()",false,"Graph.has_uncommitted_changes","has_uncommitted_changes","Graph","{}",0,"Graph -> Unknown","[]","Unknown","()",5,"Graph","Graph",21
"Get unique values as a new NumArray",306,"()",false,"NumArray.unique","unique","NumArray","{}",0,"NumArray -> NumArray","[]","NumArray","()",26,"NumArray","NumArray",26
compressed_text,101,"(predicate)",false,"BaseTable.filter","filter","BaseTable","{}",1,"BaseTable -> str","[""predicate""]","str","(predicate)",23,"BaseTable","BaseTable",7
compressed_text,174,"(length, byteorder, signed=False)",false,"NodeId.to_bytes","to_bytes","NodeId","{}",3,"NodeId -> list","[""length"", ""byteorder""]","list","(length, byteorder, *, signed=False)",3,"NodeId","NodeId",8
compressed_text,200,"(bundle_path)",false,"GraphTable.load_bundle","load_bundle","GraphTable","{}",1,"GraphTable -> Graph","[""bundle_path""]","Graph","(bundle_path)",33,"GraphTable","GraphTable",5
"Export NodesTable to JSON file",241,"(path)",false,"NodesTable.to_json","to_json","NodesTable","{}",1,"NodesTable -> NodesTable","[""path""]","NodesTable","(path)",11,"NodesTable","NodesTable",11
"Convert to NumPy array (when numpy available)
Uses .data property to materialize data",454,"()",false,"GraphMatrix.to_numpy","to_numpy","GraphMatrix","{}",0,"GraphMatrix -> list","[]","list","()",15,"GraphMatrix","GraphMatrix",8
compressed_text,63,"()",false,"AttrName.isalnum","isalnum","AttrName","{}",0,"AttrName -> str","[]","str","()",10,"AttrName","AttrName",7
compressed_text,178,"(length, byteorder, signed=False)",false,"StateId.to_bytes","to_bytes","StateId","{}",3,"StateId -> list","[""length"", ""byteorder""]","list","(length, byteorder, *, signed=False)",19,"StateId","StateId",8
"Get node IDs",232,"()",false,"NodesTable.node_ids","node_ids","NodesTable","{}",0,"NodesTable -> Unknown","[]","Unknown","()",11,"NodesTable","NodesTable",21
"Create EdgesTable from a Python dictionary (must contain 'edge_id', 'source', 'target' columns)",256,"(data)",false,"EdgesTable.from_dict","from_dict","EdgesTable","{}",1,"EdgesTable -> dict","[""data""]","dict","(data)",13,"EdgesTable","EdgesTable",0
compressed_text,168,"()",false,"EdgeId.bit_length","bit_length","EdgeId","{}",0,"EdgeId -> float","[]","float","()",12,"EdgeId","EdgeId",1
compressed_text,116,"(columns)",false,"BaseTable.select","select","BaseTable","{}",1,"BaseTable -> list","[""columns""]","list","(columns)",23,"BaseTable","BaseTable",8
compressed_text,151,"(prefix)",false,"BranchName.removeprefix","removeprefix","BranchName","{}",1,"BranchName -> str","[""prefix""]","str","(prefix, /)",22,"BranchName","BranchName",7
compressed_text,94,"(width)",false,"AttrName.zfill","zfill","AttrName","{}",1,"AttrName -> str","[""width""]","str","(width, /)",10,"AttrName","AttrName",7
"Check if the graph is connected (delegates to subgraph implementation)",36,"()",false,"Graph.is_connected","is_connected","Graph","{}",0,"Graph -> Graph","[]","Graph","()",5,"Graph","Graph",5
compressed_text,326,"()",false,"Subgraph.child_meta_nodes","child_meta_nodes","Subgraph","{}",0,"Subgraph -> list","[]","list","()",6,"Subgraph","Subgraph",8
"Calculate the Frobenius norm (Euclidean norm) of the matrix",420,"()",false,"GraphMatrix.norm","norm","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",15,"GraphMatrix","GraphMatrix",2
compressed_text,62,"(tabsize=8)",false,"AttrName.expandtabs","expandtabs","AttrName","{}",1,"AttrName -> Unknown","[]","Unknown","(tabsize=8)",10,"AttrName","AttrName",21
"Get neighborhood sampling - delegates to PyGraphAnalysis helper",38,"(center_nodes, radius=None, max_nodes=None)",false,"Graph.neighborhood","neighborhood","Graph","{}",3,"Graph -> GraphAnalysis","[""center_nodes""]","GraphAnalysis","(center_nodes, radius=None, max_nodes=None)",5,"Graph","Graph",24
"Get a single edge attribute value",343,"(edge_id, attr_name)",false,"Subgraph.get_edge_attribute","get_edge_attribute","Subgraph","{}",2,"Subgraph -> Unknown","[""edge_id"", ""attr_name""]","Unknown","(edge_id, attr_name)",6,"Subgraph","Subgraph",21
"Create subgraph from list of edges",368,"(edges)",false,"Subgraph.subgraph_from_edges","subgraph_from_edges","Subgraph","{}",1,"Subgraph -> list","[""edges""]","list","(edges)",6,"Subgraph","Subgraph",8
compressed_text,138,"()",false,"BranchName.isdigit","isdigit","BranchName","{}",0,"BranchName -> str","[]","str","()",22,"BranchName","BranchName",7
"Sum along specified axis (0=rows, 1=columns)",443,"(axis)",false,"GraphMatrix.sum_axis","sum_axis","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[""axis""]","Unknown","(axis)",15,"GraphMatrix","GraphMatrix",21
"",4,"(data, uid_key=None)",false,"Graph.add_nodes","add_nodes","Graph","{}",2,"Graph -> Unknown","[""data""]","Unknown","(data, uid_key=None)",5,"Graph","Graph",21
"Calculate graph density (number of edges / number of possible edges) - PURE DELEGATION",16,"()",false,"Graph.density","density","Graph","{}",0,"Graph -> float","[]","float","()",5,"Graph","Graph",1
"Export BaseTable to CSV file",124,"(path)",false,"BaseTable.to_csv","to_csv","BaseTable","{}",1,"BaseTable -> BaseTable","[""path""]","BaseTable","(path)",23,"BaseTable","BaseTable",23
"Convert to Pandas DataFrame (when pandas available)",455,"()",false,"GraphMatrix.to_pandas","to_pandas","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",15,"GraphMatrix","GraphMatrix",21
"Get shape as (rows, cols)",207,"()",false,"GraphTable.shape","shape","GraphTable","{}",0,"GraphTable -> Unknown","[]","Unknown","()",33,"GraphTable","GraphTable",21
"Calculate the trace (sum of diagonal elements) - only for square matrices",457,"()",false,"GraphMatrix.trace","trace","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","()",15,"GraphMatrix","GraphMatrix",21
"Check if subgraph contains a specific edge (alias for has_edge)  ",332,"(edge_id)",false,"Subgraph.contains_edge","contains_edge","Subgraph","{}",1,"Subgraph -> Subgraph","[""edge_id""]","Subgraph","(edge_id)",6,"Subgraph","Subgraph",6
"Set single edge attribute - delegates to PyGraphAttrMut",48,"(edge, attr, value)",false,"Graph.set_edge_attr","set_edge_attr","Graph","{}",3,"Graph -> GraphAttrMut","[""edge"", ""attr"", ""value""]","GraphAttrMut","(edge, attr, value)",5,"Graph","Graph",16
compressed_text,215,"(bundle_path)",false,"GraphTable.verify_bundle","verify_bundle","GraphTable","{}",1,"GraphTable -> dict","[""bundle_path""]","dict","(bundle_path)",33,"GraphTable","GraphTable",0
compressed_text,346,"(attr_name, element_type)",false,"Subgraph.group_by","group_by","Subgraph","{}",2,"Subgraph -> list","[""attr_name"", ""element_type""]","list","(attr_name, element_type)",6,"Subgraph","Subgraph",8
compressed_text,78,"(chars=None)",false,"AttrName.lstrip","lstrip","AttrName","{}",1,"AttrName -> str","[]","str","(chars=None, /)",10,"AttrName","AttrName",7
"Variance along specified axis (0=rows, 1=columns)",459,"(axis)",false,"GraphMatrix.var_axis","var_axis","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[""axis""]","Unknown","(axis)",15,"GraphMatrix","GraphMatrix",21
compressed_text,140,"()",false,"BranchName.islower","islower","BranchName","{}",0,"BranchName -> str","[]","str","()",22,"BranchName","BranchName",7
compressed_text,144,"()",false,"BranchName.istitle","istitle","BranchName","{}",0,"BranchName -> str","[]","str","()",22,"BranchName","BranchName",7
compressed_text,129,"()",false,"BranchName.capitalize","capitalize","BranchName","{}",0,"BranchName -> str","[]","str","()",22,"BranchName","BranchName",7
"Matrix power - raise matrix to integer power
Returns: new GraphMatrix that is self^n",424,"(n)",false,"GraphMatrix.power","power","GraphMatrix","{}",1,"GraphMatrix -> int","[""n""]","int","(n)",15,"GraphMatrix","GraphMatrix",32
"Validate the GraphTable and return report",214,"()",false,"GraphTable.validate","validate","GraphTable","{}",0,"GraphTable -> GraphTable","[]","GraphTable","()",33,"GraphTable","GraphTable",33
compressed_text,330,"(agg_functions, defaults=None)",false,"Subgraph.collapse_to_node_with_defaults","collapse_to_node_with_defaults","Subgraph","{}",2,"Subgraph -> dict","[""agg_functions""]","dict","(agg_functions, defaults=None)",6,"Subgraph","Subgraph",0
"Edge count property",337,"()",false,"Subgraph.edge_count","edge_count","Subgraph","{}",0,"Subgraph -> Unknown","[]","Unknown","()",6,"Subgraph","Subgraph",21
"Check if this subgraph is connected",355,"()",false,"Subgraph.is_connected","is_connected","Subgraph","{}",0,"Subgraph -> Subgraph","[]","Subgraph","()",6,"Subgraph","Subgraph",6
"Global mean of all elements in the matrix  ",415,"()",false,"GraphMatrix.mean","mean","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","()",15,"GraphMatrix","GraphMatrix",2
compressed_text,170,"(length, byteorder, signed=False)",false,"EdgeId.to_bytes","to_bytes","EdgeId","{}",3,"EdgeId -> list","[""length"", ""byteorder""]","list","(length, byteorder, *, signed=False)",12,"EdgeId","EdgeId",8
compressed_text,447,"(reps)",false,"GraphMatrix.tile","tile","GraphMatrix","{}",1,"GraphMatrix -> float","[""reps""]","float","(reps)",15,"GraphMatrix","GraphMatrix",1
compressed_text,147,"(width, fillchar= )",false,"BranchName.ljust","ljust","BranchName","{}",2,"BranchName -> str","[""width""]","str","(width, fillchar=' ', /)",22,"BranchName","BranchName",7
compressed_text,68,"()",false,"AttrName.isidentifier","isidentifier","AttrName","{}",0,"AttrName -> str","[]","str","()",10,"AttrName","AttrName",7
"Get number of total rows (nodes + edges)",205,"()",false,"GraphTable.nrows","nrows","GraphTable","{}",0,"GraphTable -> float","[]","float","()",33,"GraphTable","GraphTable",1
