performance,years_exp,department,user_id,salary
2.4,17,Engineering,7896,40827
4.3,19,Finance,7897,50427
4.7,20,Sales,7898,63049
4.5,13,Marketing,7899,65915
4.5,15,HR,7900,74506
3.7,20,Sales,7901,58860
3.2,1,Sales,7902,111040
3.6,3,Sales,7903,115423
4.5,12,Marketing,7904,64817
4.8,11,HR,7905,131746
4.8,12,HR,7906,56254
2.7,5,Marketing,7907,132126
3.4,15,Engineering,7908,139833
2.4,15,Sales,7909,49932
4,9,HR,7910,64667
2.4,1,Marketing,7911,64516
3.9,5,Marketing,7912,82127
4.8,2,Sales,7913,139127
2.1,11,Marketing,7914,69847
2.5,15,Finance,7915,61289
2.5,4,Sales,7916,91729
3.4,6,HR,7917,123269
4.5,2,Sales,7918,149581
2.2,4,Engineering,7919,117635
4.1,10,Sales,7920,78891
4.4,4,Sales,7921,118846
4.9,8,Engineering,7922,94038
2.9,5,Sales,7923,106408
2.8,6,Marketing,7924,123964
4.4,10,HR,7925,77408
3.6,4,HR,7926,68607
3.9,10,Finance,7927,95905
2.2,12,HR,7928,72892
4.7,1,HR,7929,148064
2.8,0,Engineering,7930,85188
3.4,16,Sales,7931,136396
3.3,10,Sales,7932,71558
3,16,Marketing,7933,109540
2.8,19,Sales,7934,40915
3.9,9,Engineering,7935,125831
3.3,19,Marketing,7936,129591
3.5,12,Marketing,7937,72986
2.9,2,Finance,7938,76890
3.8,14,Sales,7939,138867
2.2,5,Engineering,7940,61137
4.5,3,HR,7941,48474
4.6,11,Engineering,7942,48076
3.6,1,Engineering,7943,48229
4.1,10,Engineering,7944,104739
4.5,4,Marketing,7945,85118
4.2,0,Finance,7946,136064
3.4,20,Marketing,7947,47917
2.2,11,Engineering,7948,121244
3.7,7,HR,7949,139044
3,10,Marketing,7950,147178
3.8,6,Engineering,7951,96373
3.7,2,HR,7952,50479
2.9,6,Sales,7953,128347
3.5,3,Sales,7954,140195
3.8,16,Engineering,7955,133861
4.1,8,Finance,7956,98449
3.2,11,Finance,7957,41572
3.2,13,Engineering,7958,137552
3.6,0,Finance,7959,128408
3.5,10,Finance,7960,51564
3.7,19,Finance,7961,81733
3.3,19,Marketing,7962,117088
2.6,7,HR,7963,141107
2.1,9,Engineering,7964,87379
2.5,4,Sales,7965,131498
2.1,7,Finance,7966,129270
3.4,4,Engineering,7967,119364
2.2,4,Marketing,7968,128892
2.7,3,Marketing,7969,48634
3.2,0,Finance,7970,114606
2.3,19,HR,7971,74398
2.3,2,Sales,7972,135308
3.9,4,HR,7973,81820
4,18,Sales,7974,99085
2.1,8,Sales,7975,86938
4.5,8,Engineering,7976,137280
4.2,7,Sales,7977,146294
3.6,3,Sales,7978,102973
4.4,8,Marketing,7979,88554
2.3,20,HR,7980,105496
4.8,2,HR,7981,79353
3.9,8,Marketing,7982,140062
3.6,0,Finance,7983,104105
3.9,17,Engineering,7984,81087
4.5,15,HR,7985,111554
4.4,16,Finance,7986,137644
2.3,7,Marketing,7987,64941
4.3,8,Engineering,7988,69899
4.4,6,Marketing,7989,116969
2.1,20,Finance,7990,62354
4.5,14,HR,7991,45596
2,15,HR,7992,130553
3.2,18,Sales,7993,86254
4.1,17,Marketing,7994,93704
4.5,4,Sales,7995,100941
3.8,9,Marketing,7996,100508
4.6,1,HR,7997,82515
2.1,4,Marketing,7998,144366
3.8,3,Marketing,7999,92853
2.7,3,Engineering,8000,100768
4.3,13,Finance,8001,100868
3.8,16,Engineering,8002,99267
2.4,4,Engineering,8003,60012
3.7,7,Sales,8004,58623
4.7,2,Marketing,8005,136712
2.7,6,Finance,8006,138376
4.7,15,HR,8007,90536
3.5,19,Marketing,8008,94997
4.8,18,Marketing,8009,43208
3.3,16,Engineering,8010,58275
2.9,2,Finance,8011,143319
4.7,16,Sales,8012,81513
4.8,3,HR,8013,89998
2.7,20,HR,8014,122862
2.9,0,Engineering,8015,59580
3.3,1,HR,8016,92352
3,18,Marketing,8017,87934
3.5,12,Marketing,8018,41828
3.2,4,Engineering,8019,96935
3.6,9,Sales,8020,143727
4.2,5,Marketing,8021,147138
2.7,13,Sales,8022,126739
4.9,11,Sales,8023,62646
3,14,HR,8024,59796
4.1,16,Marketing,8025,117717
2,19,HR,8026,64105
3.5,13,Engineering,8027,68441
2.7,6,Marketing,8028,52431
2.3,10,Engineering,8029,42148
2.5,11,HR,8030,91287
4.4,16,HR,8031,101903
4.7,15,HR,8032,59647
2.7,14,Marketing,8033,75506
3,9,HR,8034,84212
3,11,Engineering,8035,65920
2.1,4,Sales,8036,42841
4.5,13,Marketing,8037,105185
3,6,Finance,8038,91410
4,9,Engineering,8039,60750
2.1,16,Marketing,8040,79783
2.4,16,HR,8041,148760
2.3,17,Finance,8042,112001
3.4,4,Finance,8043,76394
3.8,6,Marketing,8044,69850
4.6,15,HR,8045,64896
2.7,20,Engineering,8046,103771
2.8,4,Engineering,8047,119537
4.5,10,Sales,8048,134860
2.8,9,HR,8049,105422
2.9,9,Sales,8050,96735
4.9,5,Engineering,8051,97030
3.6,4,HR,8052,60948
2.3,20,Sales,8053,103876
2.2,10,Marketing,8054,127266
2.2,6,Marketing,8055,47832
4.7,10,Finance,8056,86316
4.9,3,Engineering,8057,53895
4,2,Engineering,8058,48769
4.1,14,Sales,8059,82373
4.3,16,Sales,8060,132539
4.8,17,Finance,8061,102482
4.9,5,Sales,8062,119667
4.4,17,Finance,8063,77921
4.6,0,HR,8064,58543
2.6,10,Marketing,8065,70821
3.6,1,HR,8066,107995
3.3,7,HR,8067,104779
3,8,Sales,8068,145332
4.3,10,Marketing,8069,68364
4.5,11,Sales,8070,94571
4.3,7,Finance,8071,104291
3.8,17,Marketing,8072,41699
4.2,16,Marketing,8073,80371
3.7,5,Sales,8074,122773
3.3,16,Engineering,8075,60788
4.6,15,HR,8076,84378
3.9,5,Marketing,8077,122635
3.6,0,Sales,8078,80712
4.6,8,HR,8079,129660
2.4,14,HR,8080,121065
3.9,12,Finance,8081,96229
2.9,15,Sales,8082,120167
4.3,13,Engineering,8083,55970
2.8,12,Engineering,8084,118527
3.3,12,Finance,8085,56964
2.9,1,Finance,8086,109420
3.2,17,Sales,8087,76948
3.4,4,Engineering,8088,84708
4.4,17,HR,8089,134995
2.1,17,Sales,8090,88936
4.3,15,Marketing,8091,145791
2.7,9,Sales,8092,130244
4.3,10,Engineering,8093,56794
4.2,16,HR,8094,88439
3.3,14,Finance,8095,114098
2.9,2,HR,8096,102065
2.1,4,Finance,8097,48273
3.3,1,Marketing,8098,42321
4.8,20,Sales,8099,98599
3.8,15,Engineering,8100,88497
3.4,10,Marketing,8101,94657
4.3,6,Sales,8102,72258
3.5,2,Finance,8103,67453
2.6,6,Engineering,8104,82755
2.4,12,Engineering,8105,130214
3.7,17,Finance,8106,70597
3.5,11,HR,8107,80964
3.4,19,HR,8108,123082
4.8,6,HR,8109,102414
3.8,3,Engineering,8110,143128
4.1,11,Sales,8111,76769
2.4,4,Sales,8112,112744
3.3,12,Sales,8113,84663
2.3,4,Marketing,8114,115657
3.2,3,Marketing,8115,144047
3.7,20,HR,8116,83392
4.2,1,HR,8117,131531
4.1,15,Sales,8118,65477
2.4,9,HR,8119,56663
4.5,2,Sales,8120,82183
3,8,Finance,8121,142445
3.1,8,Sales,8122,122926
4.1,7,Marketing,8123,115009
2.9,0,Sales,8124,70005
2.5,20,HR,8125,132812
4.5,3,Sales,8126,117704
2.7,0,HR,8127,119873
2.9,12,Sales,8128,71066
3.1,2,Engineering,8129,146603
5,8,Marketing,8130,147434
3.1,9,Marketing,8131,72649
3.6,11,Sales,8132,104040
3.9,4,Finance,8133,113832
2.8,18,HR,8134,101571
2.7,19,Sales,8135,42542
3.3,12,Marketing,8136,81085
3.2,9,Finance,8137,106972
4.8,11,HR,8138,52528
4.7,14,Engineering,8139,90350
2.9,9,Engineering,8140,138329
4.4,8,HR,8141,59445
4.5,6,Sales,8142,121737
4.1,6,Marketing,8143,82159
3.2,2,HR,8144,50657
4.2,19,Sales,8145,109367
3,19,HR,8146,104348
3.9,15,HR,8147,100645
3.1,3,Finance,8148,118983
2.9,3,Marketing,8149,135397
2.2,11,Engineering,8150,74866
3.9,7,Engineering,8151,48772
2.8,7,Finance,8152,98914
4.8,7,Engineering,8153,91062
4.8,8,Engineering,8154,141899
2.3,18,Marketing,8155,65320
2.2,14,Sales,8156,143714
2,5,HR,8157,140918
2,19,Marketing,8158,76203
2.5,13,Finance,8159,133311
2.5,19,Finance,8160,58754
3.5,14,Engineering,8161,87681
2.3,0,Engineering,8162,141942
3.7,2,Marketing,8163,47736
2.2,0,Finance,8164,102094
4.5,1,Finance,8165,72320
2.9,6,HR,8166,69272
5,20,Marketing,8167,122977
2.7,9,HR,8168,40400
4.3,7,Marketing,8169,82888
4.5,9,Sales,8170,86683
4,9,Finance,8171,148113
3.2,19,Engineering,8172,121350
4.7,19,Finance,8173,103249
4.1,15,Sales,8174,113646
2.8,11,Marketing,8175,59152
3.7,17,Sales,8176,142719
4.1,11,Finance,8177,75750
4.4,17,HR,8178,81947
2.9,13,Marketing,8179,103530
4.2,20,HR,8180,81178
2.4,2,Sales,8181,119268
4.4,16,Engineering,8182,110295
4.6,16,Marketing,8183,66222
3.6,16,Finance,8184,148021
2.9,2,HR,8185,146263
3.9,15,Sales,8186,124651
2.7,16,Marketing,8187,64667
2.6,12,Engineering,8188,118326
4.8,1,Marketing,8189,119309
4.4,4,Engineering,8190,55776
3.3,3,Sales,8191,78747
4.6,11,HR,8192,136130
3,18,Marketing,8193,47938
4.8,18,Marketing,8194,136402
2.1,4,HR,8195,65551
4.2,15,Marketing,8196,108616
3.8,19,Marketing,8197,144706
4.1,8,Finance,8198,106077
2.6,6,Marketing,8199,77022
3.7,14,Finance,8200,72535
2.6,13,Marketing,8201,143639
3.1,7,HR,8202,89284
3.4,16,Sales,8203,95442
3.8,4,Marketing,8204,131835
3.1,15,HR,8205,147293
3.2,9,Sales,8206,41430
3.3,18,Finance,8207,79082
2.2,1,HR,8208,74208
2.4,6,Engineering,8209,66770
2.9,6,Sales,8210,58882
3.2,3,Sales,8211,78810
2.7,5,Engineering,8212,43313
2.5,5,Sales,8213,43777
4.9,5,Sales,8214,125411
2.1,7,Engineering,8215,124408
4.4,19,HR,8216,139925
4.5,10,Marketing,8217,95236
2.4,8,Sales,8218,50316
4.1,17,HR,8219,88317
2.7,1,HR,8220,100940
3.8,14,Engineering,8221,141685
3.6,0,HR,8222,59348
2.2,9,Engineering,8223,98547
5,14,HR,8224,122036
4.2,6,Marketing,8225,90072
4.9,3,Finance,8226,112779
3.7,9,HR,8227,60575
4.7,16,HR,8228,117836
3.5,6,HR,8229,98214
3.9,12,Engineering,8230,139413
2,17,Sales,8231,81168
3.4,14,Engineering,8232,54122
3.4,9,Marketing,8233,75855
2.2,14,Engineering,8234,99761
2.4,15,Sales,8235,76169
2.9,15,Marketing,8236,65923
4.4,8,Sales,8237,132575
2.4,0,Sales,8238,119500
2.9,14,Finance,8239,99419
3.9,0,Marketing,8240,77324
2.6,7,Finance,8241,61351
4.3,12,Finance,8242,116871
3.1,12,Sales,8243,56847
3.4,13,Finance,8244,82310
4.6,11,Engineering,8245,42222
4.7,12,Finance,8246,56241
3.3,0,Finance,8247,46871
2.9,0,Sales,8248,82799
4.6,14,HR,8249,112427
3.1,12,Engineering,8250,102534
2.2,4,Sales,8251,88342
3.6,5,HR,8252,58579
2.7,17,Engineering,8253,81322
4.3,4,Marketing,8254,149026
3.1,3,Engineering,8255,134437
2.2,5,Marketing,8256,89155
3.8,20,Engineering,8257,112106
4.3,17,HR,8258,43337
4.2,4,Marketing,8259,122429
3.9,3,Finance,8260,96919
4.7,18,Engineering,8261,124715
3.9,6,Marketing,8262,82452
3.1,16,Sales,8263,91843
4.3,13,Engineering,8264,63330
3.9,17,Engineering,8265,82809
3.5,5,HR,8266,120357
3.3,15,HR,8267,149585
4.6,17,HR,8268,139684
2.8,8,Marketing,8269,44526
2.3,14,Finance,8270,124360
3.8,4,Engineering,8271,77081
2.1,13,Marketing,8272,82469
4.8,8,Engineering,8273,114136
4.9,6,Finance,8274,139154
4.8,19,HR,8275,114518
3.6,6,Marketing,8276,45161
2,6,Finance,8277,107070
2.5,0,Sales,8278,47321
4.4,9,Sales,8279,134735
3,11,Engineering,8280,134014
4.2,20,Marketing,8281,133541
4.9,18,Marketing,8282,57284
4.5,13,Engineering,8283,105100
4.3,18,Engineering,8284,48372
2.8,5,Finance,8285,48899
2.9,1,Finance,8286,58338
4.1,12,HR,8287,59866
4.6,12,Engineering,8288,53402
3.2,12,HR,8289,108521
2.4,1,Marketing,8290,61414
3.6,8,Sales,8291,133566
3.6,17,Sales,8292,70803
3.7,11,HR,8293,52040
2.9,7,Engineering,8294,138914
4.3,3,Engineering,8295,87227
4.9,5,Sales,8296,86803
2.2,6,Sales,8297,84323
4.8,8,HR,8298,50637
2.8,20,HR,8299,94085
4.2,8,Marketing,8300,85032
4.1,6,Sales,8301,138415
3.1,10,Engineering,8302,49119
3.4,16,Marketing,8303,104547
3.7,8,HR,8304,92502
2.6,18,HR,8305,111448
3.1,17,Marketing,8306,48146
2.3,2,Finance,8307,108770
4.1,3,Sales,8308,94572
3.8,16,Marketing,8309,124124
3.6,9,Engineering,8310,143511
3.4,13,Marketing,8311,91903
4.5,11,Finance,8312,131040
2.6,3,Sales,8313,60314
2.4,4,HR,8314,111840
4.1,8,HR,8315,147852
2.9,5,HR,8316,51727
3.7,3,HR,8317,146740
2.9,0,Marketing,8318,67165
3.3,12,Finance,8319,98785
4,7,Finance,8320,60848
3.3,14,HR,8321,55105
3.5,17,Engineering,8322,139977
2.2,2,HR,8323,74177
3.6,15,Marketing,8324,69805
3.1,0,Finance,8325,71360
2.2,9,Sales,8326,47407
2.3,17,HR,8327,124509
4.1,7,HR,8328,129590
3.4,12,Engineering,8329,113096
2.7,8,Engineering,8330,43175
2.9,20,Finance,8331,46879
3.7,16,Marketing,8332,124266
3,3,HR,8333,131394
4.8,2,Sales,8334,69559
2.8,13,Sales,8335,102743
3.3,10,HR,8336,45556
3.6,18,Finance,8337,45528
2.5,11,Finance,8338,68704
2.3,11,Engineering,8339,139421
4.4,17,Marketing,8340,70495
3.5,20,HR,8341,60005
3.6,11,HR,8342,58045
3.6,18,Engineering,8343,105612
2.3,8,HR,8344,81872
3.8,5,Marketing,8345,82329
3.2,2,Sales,8346,90793
3.6,19,Sales,8347,139085
3.3,7,Marketing,8348,123142
2.4,15,Sales,8349,127852
4.3,18,Finance,8350,91879
4.5,6,HR,8351,42523
3.2,3,Marketing,8352,106879
3.6,6,Finance,8353,140340
4.5,13,Engineering,8354,77963
2.4,6,Finance,8355,104517
3.3,12,Engineering,8356,43081
3.7,10,Engineering,8357,127771
2.6,18,Finance,8358,133682
4.8,15,Engineering,8359,131373
4.2,5,Finance,8360,94386
3.1,15,HR,8361,112093
2.8,12,HR,8362,48907
4.1,14,Engineering,8363,45259
2.6,13,HR,8364,66230
3.2,16,Finance,8365,117289
2.2,15,Marketing,8366,44719
2.6,15,Marketing,8367,67372
2.6,15,Marketing,8368,70081
3.5,11,Finance,8369,116380
4.6,18,Engineering,8370,104417
4.9,6,Finance,8371,40937
4.1,11,Engineering,8372,85794
3,17,Engineering,8373,131989
4.1,13,HR,8374,50567
4,2,Sales,8375,116229
4.7,6,Sales,8376,88249
2.4,9,HR,8377,106735
2.9,2,Engineering,8378,148663
2.3,15,Engineering,8379,61519
2.9,8,HR,8380,92059
2.5,19,Marketing,8381,67889
3.2,2,Marketing,8382,59956
3.4,18,Finance,8383,110284
2.3,11,HR,8384,40963
2.2,7,HR,8385,122271
3,17,Finance,8386,137550
3.8,0,Marketing,8387,121630
2.4,17,Marketing,8388,76885
2.3,20,Sales,8389,74818
4.6,17,Sales,8390,112910
3.3,9,Sales,8391,89060
2.7,5,Engineering,8392,106962
4.5,13,Finance,8393,90910
3.6,15,Marketing,8394,60953
2.4,4,Engineering,8395,149421
4.6,6,HR,8396,66422
2.8,6,Finance,8397,138850
2.1,19,Engineering,8398,119641
3,19,Engineering,8399,73590
4.6,0,HR,8400,83841
3.8,15,Engineering,8401,65660
2.6,12,Engineering,8402,82868
2.5,3,Sales,8403,74123
3.1,11,HR,8404,91463
2.4,0,HR,8405,55619
2.1,1,HR,8406,125257
4.9,3,Finance,8407,77405
4.2,2,HR,8408,99198
4.3,2,Marketing,8409,43777
4.6,7,Finance,8410,98398
2.3,19,Finance,8411,119084
2.6,3,Marketing,8412,125381
3.6,10,HR,8413,128060
2.6,9,Marketing,8414,107083
3.7,16,Engineering,8415,140927
2.6,0,Sales,8416,93174
3.9,9,Sales,8417,66816
3.1,9,Engineering,8418,64226
3.6,5,Sales,8419,54770
4.9,6,Engineering,8420,45460
2.4,13,Engineering,8421,90784
2.6,8,Sales,8422,145465
2.7,15,Engineering,8423,53989
3.8,19,Sales,8424,137362
3,5,HR,8425,66946
4.6,2,Sales,8426,66233
4,8,Sales,8427,139583
3,18,HR,8428,114738
2.6,19,Finance,8429,136430
2.6,0,Sales,8430,137946
3.2,2,Engineering,8431,79139
4.3,0,Marketing,8432,149173
2.9,16,HR,8433,130406
3.3,12,Sales,8434,128369
4.4,3,HR,8435,68094
2.5,12,HR,8436,117759
3.8,8,Engineering,8437,147198
3.3,14,Engineering,8438,79763
2.6,19,Sales,8439,87308
2.5,0,Sales,8440,100788
2.2,9,HR,8441,47126
4.4,20,HR,8442,124912
4.9,19,HR,8443,122066
2.7,18,Engineering,8444,70121
4.3,2,HR,8445,114297
3.9,10,Finance,8446,73073
3.4,15,Sales,8447,68417
4.7,7,Sales,8448,106990
4.5,16,Marketing,8449,43121
2.8,0,Finance,8450,80619
3.7,12,HR,8451,41620
3.9,14,Engineering,8452,68367
3.1,19,Marketing,8453,148735
3.9,18,Engineering,8454,63713
4.5,12,Engineering,8455,83769
3.1,14,HR,8456,67047
4.5,7,HR,8457,105482
2.3,12,HR,8458,134364
4.1,14,Finance,8459,90930
5,5,Finance,8460,134367
4.9,1,Finance,8461,82907
3.2,18,Marketing,8462,100015
4.4,12,Engineering,8463,91216
3.7,3,HR,8464,118880
2.2,1,HR,8465,138809
3.5,5,HR,8466,61660
4.7,6,Finance,8467,104445
4.9,14,Finance,8468,102937
3.1,5,Finance,8469,113509
2.7,13,HR,8470,118215
3.9,9,Sales,8471,77400
2.2,7,Engineering,8472,144202
4.7,5,Finance,8473,127428
3.2,1,Engineering,8474,72573
2.3,11,HR,8475,50180
3.4,16,Finance,8476,120788
5,12,Marketing,8477,54058
2.7,18,Finance,8478,40035
3.2,18,Engineering,8479,44089
3.7,14,Marketing,8480,121169
3.1,5,HR,8481,46557
2.9,8,HR,8482,41469
3.3,11,Engineering,8483,75944
5,19,HR,8484,40001
2.8,15,Finance,8485,79773
4.3,3,Marketing,8486,98334
3.3,20,HR,8487,89993
3,11,HR,8488,135518
2.7,11,Engineering,8489,114463
2.6,14,Sales,8490,60904
3.7,19,Marketing,8491,52744
4.1,6,Sales,8492,47017
4.8,5,HR,8493,88241
2.4,15,Marketing,8494,68220
3.9,14,HR,8495,124642
4.3,0,Sales,8496,65006
3.7,3,Finance,8497,95465
3,3,Sales,8498,137235
2.7,10,Finance,8499,88866
2.9,9,Marketing,8500,49974
4.6,19,Finance,8501,76697
4.1,3,HR,8502,94720
5,14,Sales,8503,125672
3.5,15,Marketing,8504,42935
3.8,6,HR,8505,78989
2.9,20,HR,8506,140983
3,5,Marketing,8507,44586
2.2,13,HR,8508,55738
3.9,0,Sales,8509,79590
4.6,18,Finance,8510,58591
4.1,13,Sales,8511,74435
3.3,16,Marketing,8512,99890
2.6,10,Engineering,8513,144930
3.9,13,HR,8514,66825
4.8,16,Sales,8515,55771
3,17,Sales,8516,123454
2.6,17,Sales,8517,137551
4,20,Sales,8518,129368
3.2,17,Finance,8519,143908
3,13,HR,8520,43980
4.2,2,Engineering,8521,102456
2.7,1,HR,8522,62882
3.7,16,HR,8523,41880
3.2,10,Marketing,8524,54756
2.3,19,Sales,8525,51284
4.2,15,Sales,8526,135002
2.4,6,Finance,8527,70776
3.7,11,Engineering,8528,99669
3.8,16,Engineering,8529,115992
2.7,12,Marketing,8530,131084
3.8,15,Marketing,8531,113065
4.7,18,Marketing,8532,75800
3.6,9,Sales,8533,75398
4,6,Sales,8534,42956
3.2,6,Finance,8535,132127
3.1,13,Engineering,8536,113823
2.7,8,Engineering,8537,102878
4.8,8,Marketing,8538,48294
2.2,15,HR,8539,135870
3.2,1,Engineering,8540,130675
4.3,5,Finance,8541,60092
4,12,Sales,8542,68242
4.1,6,Engineering,8543,48540
2.3,4,Finance,8544,92106
2.7,15,Sales,8545,128869
3.5,12,HR,8546,89469
2.6,15,Marketing,8547,43918
2.4,13,Marketing,8548,44870
2.2,11,Marketing,8549,105198
4.1,19,Engineering,8550,96687
4.3,12,Finance,8551,148848
4.3,8,Marketing,8552,101040
4.8,10,Sales,8553,94057
2.8,16,Finance,8554,62940
3.8,14,Finance,8555,41739
4.4,20,Engineering,8556,115597
4.9,12,Engineering,8557,45771
4.7,12,HR,8558,126063
2.1,19,HR,8559,48258
4.7,8,Engineering,8560,140864
3.2,18,Engineering,8561,76808
2.8,20,Finance,8562,133048
2.6,8,Finance,8563,76905
2.4,14,Engineering,8564,134223
2.4,2,Finance,8565,102805
2.9,11,Engineering,8566,66568
4.4,11,Finance,8567,145112
3.8,20,Engineering,8568,75033
2.9,7,Sales,8569,43199
4.3,8,Engineering,8570,127981
3.2,14,Sales,8571,75646
3,8,Marketing,8572,64650
2.8,10,Sales,8573,70778
2.4,20,Marketing,8574,130397
3.7,1,HR,8575,98718
4.5,20,Finance,8576,146214
2.5,4,HR,8577,40255
4.5,8,Engineering,8578,125220
2.9,0,Sales,8579,45783
4.3,11,Marketing,8580,113821
2.6,7,Marketing,8581,149496
4.4,14,Sales,8582,97061
3.8,15,Engineering,8583,113261
3.4,5,Sales,8584,132136
4.2,19,HR,8585,104032
3.8,20,HR,8586,143804
4.4,0,Engineering,8587,70345
3.9,17,Sales,8588,133791
2.9,8,HR,8589,137324
2.6,16,Marketing,8590,46198
4.5,19,Marketing,8591,77554
2.8,12,Finance,8592,87714
4.5,10,Sales,8593,51588
2.2,7,Engineering,8594,118387
4,20,Marketing,8595,88142
2.5,19,Marketing,8596,99802
3.2,8,HR,8597,147572
4.7,10,Marketing,8598,101928
4.2,0,Sales,8599,111380
3.7,7,Sales,8600,61482
2.3,14,Finance,8601,88924
3.2,11,HR,8602,126324
5,8,Sales,8603,88663
2.1,17,Sales,8604,135184
4,1,HR,8605,112223
3.7,15,HR,8606,110879
2.7,16,HR,8607,59096
2.7,0,HR,8608,82036
2.3,11,Finance,8609,136363
2.3,7,Marketing,8610,123796
3.2,17,Engineering,8611,85454
2.5,6,HR,8612,93346
4.4,6,Sales,8613,62801
3.7,17,Engineering,8614,116049
2.3,11,Finance,8615,92662
4.3,12,Engineering,8616,88773
2.7,18,Engineering,8617,101274
3.8,6,Marketing,8618,85539
4.2,5,Marketing,8619,140573
2.1,19,HR,8620,78331
4.3,3,Sales,8621,59350
2.6,7,HR,8622,146722
2.7,13,Engineering,8623,128166
4.9,19,HR,8624,138521
2.6,12,Engineering,8625,104816
4.8,9,Sales,8626,128566
3.3,16,Finance,8627,111076
3.4,1,Engineering,8628,93454
4.4,8,Finance,8629,87229
4.9,0,Marketing,8630,96585
2.8,15,HR,8631,51330
4.4,7,HR,8632,118925
2.8,14,Finance,8633,73187
4.5,6,Marketing,8634,58040
3.6,1,Marketing,8635,83621
4.1,8,Marketing,8636,87011
2.3,2,Engineering,8637,124602
2.2,11,Marketing,8638,101152
2.2,0,Finance,8639,99083
3.3,12,Finance,8640,138789
3.8,6,Sales,8641,110675
2.1,5,HR,8642,129173
5,8,HR,8643,61532
4.7,0,Sales,8644,45604
2.3,10,Finance,8645,85017
3.2,3,Finance,8646,106368
4.9,1,Finance,8647,121928
3.7,4,HR,8648,59012
4.1,13,Marketing,8649,118484
4,11,HR,8650,84780
2.2,16,Sales,8651,110806
2.1,7,Marketing,8652,122928
4.5,17,Engineering,8653,149053
4,14,Engineering,8654,137621
4.8,20,Finance,8655,60896
4.7,18,Marketing,8656,144691
2.1,13,HR,8657,115195
3.6,6,Sales,8658,58287
4.5,6,Finance,8659,146988
3.3,9,Finance,8660,143845
3.3,12,Marketing,8661,66976
2.4,14,Sales,8662,148093
4.7,8,Engineering,8663,130861
5,20,Finance,8664,91950
4.2,13,Finance,8665,50714
2.2,8,Marketing,8666,147930
3.9,12,Finance,8667,94916
2.1,13,Marketing,8668,54664
2.9,1,Sales,8669,105717
2.4,7,Engineering,8670,111302
4.5,6,Engineering,8671,45502
2.6,4,Finance,8672,108100
3.5,15,Finance,8673,53607
4.2,6,Marketing,8674,115427
3,18,Sales,8675,40529
3.7,19,Marketing,8676,73386
4.7,15,HR,8677,112148
5,8,Finance,8678,127115
2.6,3,Engineering,8679,61587
2.6,10,Engineering,8680,136955
3.3,19,Marketing,8681,69724
4.1,4,Marketing,8682,129654
3.7,1,Finance,8683,133028
4,18,Marketing,8684,143248
3.5,9,Engineering,8685,83895
4.8,2,Engineering,8686,104117
3.8,1,Engineering,8687,55325
2.6,2,HR,8688,82662
3.6,0,Marketing,8689,135925
2.2,5,Finance,8690,149637
3,20,Engineering,8691,144452
3.4,15,HR,8692,88932
4.6,13,Marketing,8693,111886
4.7,1,Sales,8694,91768
4.4,15,Finance,8695,108566
2.3,17,Finance,8696,126100
4.6,3,Finance,8697,147395
4.3,19,Finance,8698,91485
2.3,10,Sales,8699,68714
4,3,Marketing,8700,115631
4.8,12,Marketing,8701,86023
4.5,9,Marketing,8702,138281
5,16,Finance,8703,93477
2.9,8,Sales,8704,130151
3.4,18,HR,8705,138509
4.6,14,Finance,8706,53949
2.5,15,Sales,8707,69597
4.8,18,Engineering,8708,123947
3.7,20,Marketing,8709,124397
4,15,Finance,8710,99461
2.9,6,Finance,8711,60408
2.4,16,Sales,8712,149359
4.5,6,Marketing,8713,130956
3.4,7,HR,8714,138739
3.9,0,Engineering,8715,64684
3,13,Sales,8716,133874
4.7,2,HR,8717,40078
4.8,8,HR,8718,144017
2.2,8,Engineering,8719,106127
4.8,6,Engineering,8720,144849
2.6,10,Engineering,8721,54129
3.3,14,HR,8722,104907
4.5,20,Sales,8723,58920
3.1,11,HR,8724,49464
3.1,8,Sales,8725,131086
4.6,15,HR,8726,80180
2.6,16,Engineering,8727,71697
2.2,18,Marketing,8728,139064
3.7,6,Finance,8729,93230
4.9,10,HR,8730,79696
2.1,0,Finance,8731,148164
3.9,11,Finance,8732,67426
2.9,20,Finance,8733,111036
4.9,5,HR,8734,123656
4,13,Marketing,8735,52659
3.1,1,Finance,8736,146757
4.3,5,HR,8737,65035
5,14,HR,8738,43080
2.5,0,HR,8739,42125
3.9,12,HR,8740,44076
2.4,16,HR,8741,78769
2.9,15,Sales,8742,55869
2.1,10,Sales,8743,67143
4.1,13,Finance,8744,64341
2.2,15,Sales,8745,148482
3,1,HR,8746,141720
3,15,HR,8747,129192
3.2,2,Sales,8748,49350
4,20,Finance,8749,48784
4.9,17,Finance,8750,73218
2.6,3,Engineering,8751,99323
2.2,5,Sales,8752,55591
3.6,19,HR,8753,95301
4.4,5,HR,8754,86860
3,7,Engineering,8755,126715
5,12,Sales,8756,92822
2.5,3,Finance,8757,41385
4,6,Marketing,8758,131464
4.2,18,Engineering,8759,118323
4.7,3,Finance,8760,79349
2,4,HR,8761,84979
3.9,6,Engineering,8762,90822
2.8,15,Engineering,8763,89140
4.2,14,Marketing,8764,67321
2.2,8,Finance,8765,79817
4.1,11,Marketing,8766,96167
3.8,19,Engineering,8767,121167
3.8,20,Finance,8768,117291
3.8,18,Sales,8769,102710
